name_user,reason_ban,time_ban
44BEIZG,K1CA,1732213220000
F,8CON6,869285226000
5I13ZN,JTYFL1HW,1189358495000
XP,1GEDP,115824489000
P96O,3C2E5HJ,1330392535000
K,O,158016185000
KIXGK1WHA,1,1701405377000
WV82NG,I8LI,235735477000
WCPFBPRAU,2XAX,1468201903000
7BROL,E3,280413963000
4Z0LPPZ0YJ,SLTVZUGLG,1141857246000
ZN,AHCW,1861667289000
EYM6DRO3B,7I6ESJ,782452860000
TM,P,1855489680000
2Q8WYD1,3Q,1812594860000
AJKJ5MH,445HR76H6O,1329426504000
3CS5WK,WXK,1348968718000
SHUB52WE41,IEO9TP,703568555000
L81ADEQ,0POV,706401184000
VT9R,HJ1C,960863085000
JB7GRMATY,2L7E3UUI,1514156094000
8,E,1674782542000
IXE2IATZ,SBT,1575270366000
80FFQYIWR2,123,848091858000
R,WC5,1077618838000
B5JZT,3FIBUEZ,1478841035000
7HAVQL37X,03M5T58L7Z,1705254195000
M77P,LYUNUDT3PZ,158823779000
O30YC8GVTS,KX6MFGLUA,1050389451000
A7AY3KC,V8O6FW7AOH,217442173000
L2,UN6N,1453189296000
1TTG1,3B35NPZ,1006569644000
1RQZ,RO,183807823000
NM3,YA3SA0,474217593000
YK25P,F8NTWO,254901264000
W9IHD00H7Y,00RG6,1741842901000
H2JI5,QEL3E1,1344612735000
U7RYIYOA43,PUACONKV88,1371001208000
KNYKWK0X9D,DWPP,1214524109000
1NYDRH7LPY,YNK3XHM,150483901000
TUAB,J,1754397798000
AFHIZMUA,60K0S4KVN7,731109185000
9OEEJ,ZD1LX655,1472273064000
QE2TLS2T8N,CXYM,1707874562000
1,PDPUS,789494076000
CG1,DBGW0YY3,1114976057000
L,D8PL3DXVTW,1578838885000
ZSRXS298,FPBVV5,1063507817000
YBM8,VUUV2E,1126327632000
XW8S2K,3VHYY,1480639778000
ZG5O,5341,499971996000
AJ,G6,868696865000
KJVSB0E,QBKK8NNR,443779565000
OUTLT62BB,50CGY58,846158701000
43,BS,1815770996000
FT,J,160100365000
QDHQXCGS7,P,526391858000
OF6S,C1QCHA3BDI,1851420160000
Y8DWC0,KG,1177760731000
AO,U,1454568009000
M6,7MXI53CKZ,692012152000
XBHYZ,8H3AE,539431742000
1S4X,3H,1339087597000
D8BELJF8J,2DVRKOUI,1489188342000
M,I,384572728000
1WXHQ5X,4QH0,1525628875000
U1I9,1PD6BX,1523633015000
ZWW,7LZXMJEUC,472285825000
B30O,M6PY6H7V,1337053826000
3YSSD1D,7M3LP,1099753483000
5,L3R87JHK7P,1159088497000
WM4I,SW9IN,639559311000
D7XHOM8NM8,E63R,1386258277000
9645TG6R4,RFT79OWOOC,1269328946000
5UYH6,DTHA4,93448997000
2J0YZ1A8RD,0YXOE3356,697825238000
BPA2IW7D1,J1U0X,1554129634000
C3J6Q4,X,1418955602000
Q,3N,1348101644000
AC0GE93I,KGKG4590,907138053000
OJ0M,AQM6P8F5,826661363000
KCJ3,CW3F,482345673000
BP,584TFZRVM,738209513000
CHRV,G1S,1504828739000
VUU46XKG,6LF,78832863000
V0,Y,1803140076000
V,43NI,1697282031000
OAI,5QPACOJ08,1243303288000
OR7,Q,449140814000
HMUKU18CPX,44CG,1308459153000
BTL0N4OUXB,JP,682420878000
50IEU6FUGM,YW,1159027306000
KA,8J,1085273781000
F4ZM9ZOTG,2ZXARQO,232234405000
S55Y1NCKJ6,014K,1783613913000
P86,O,1459147477000
7DN,HQH,766751214000
DN8M2,KGIEUSK,214051219000
NSHVD2HZ,TT6Z418,1155522322000
9AK,9V1MH,1464316257000
1D4MS4JAQ,3MXR,1860346815000
PK6XA6R,P1,1208645112000
VV1TJ,718DUT,1079635667000
DH,OT,1436614164000
O6UEBPJXM3,09,141740942000
SI,UPMR26L,657298964000
I7EGNO19ID,JS,1649639297000
0,HGI,1868851082000
A3J6,3EVKF,1340085973000
Q7LV,CU8,542862931000
C6K,WNZ6UGUR,790793524000
GF,1R4FFJ,814410339000
V79JWHC,MK,407585544000
K,9,1748368945000
EJ9ZIYROC,J1Z6IJ,1316548888000
JSN,UT7NK6L5I,311598429000
QJF6SG2FMW,8KSAO8LR,328676815000
QD22DD3Z,KUF,1414221139000
5OVYV3P3IE,NW6,811275779000
9WD,S9E,733047856000
HW,72G6DDSP,859944916000
XZ2,Q31VP6Z,53722817000
FGDRB6P99,II,1031071963000
R22GRRK,Y0,1506667922000
E95SPP7,PCNL1FM,845818855000
084T9,SXNZZL0,1010499180000
2D,BU4H1,715473730000
NJAQ21Z,ASWG73U7R1,244763796000
TNQQKUH,QC31NQ4G02,1360241629000
8V2KG0,1AM,1356877987000
2LNOA3Q2A,IOC3JQ,1037590263000
C22M,XQ58,1476044937000
YEYBJ1C,Y14TOD1USA,1866986422000
8N,J3U1H7VK,23340954000
5D,4Y9F3KZI,1006786451000
ZQANCBUZ,26YH6E,623138919000
PGJOUJF,ICOI25O,1560122277000
190JWB,RN6V,49868767000
TOD5DAYWF,FQ7J4Z,1112773302000
ZLFOSRXGH8,1LJ,1853957571000
L,HOMMSJCTE5,1026659312000
RA8T4EC3,OF7FXESBCJ,165162637000
ST5OR7Y,TCP0SC,1487014813000
IOWKY,Q2FBJVA7XQ,1794441429000
DL,2,343200613000
BLQUEVF,N6XDGN5,709334785000
2O9A4I4V5,J,83819686000
AVZ,1GRFLLSA,1766416435000
U,6M,1406391198000
ULSZEGA,QD4OEVRTMD,740081699000
Y4SHVZ1,7D,54069626000
4YHD1G,7O,1168373815000
725X5085ZS,SXI0UW,1322565869000
AJYE,Y,1636817426000
9,J8R,1008009098000
CL5ZVCT0S1,WT9LCK75G,1799658588000
ZKGSB2,L1IJB3YS,552349087000
OMLG,CL,1203081684000
G5C,7,403510566000
QIZ,E9GZV8,439540116000
0VG,F6Q1PP7BKV,771306482000
3E,AEH,325442317000
N83,4M,649690553000
33BKCO,C2UUW5UD95,939637738000
R,ZMNHF,12009844000
5KDWZCZ4,ZV578Q,743832653000
2,IA9XF5,1854274939000
CL4,RGT8G,1457750331000
UUC4E4,0N,233609863000
X8LGYY,ITX4460RH,490124340000
229NK6,YHRG7VK34W,1784871644000
B,X,439326943000
SZ65DXCPXG,31XE,294441732000
C,EV,1339817038000
IRQF2I1U,H2IL5,117274875000
96V0O,426N4R,205763337000
DY4Q,7GX,924849001000
SABS,G61A,620403234000
HE,1,114610269000
4K,AJ8S9PC,620822632000
3GG66Y5,J,1288101460000
ER7H4RZFW,X1VHYACB,646701598000
0VPCXS9,Y4Z8TB,345211305000
YN5JEPBNC,D6TYI4G,1783290627000
1Q,MUY6KE62,1627184661000
Q5S,LK0EKOMBDL,1540180843000
56,A00RPY,330065941000
PN3CLK6DB5,1JS5Z8X,916845563000
BTBT1WCZ,WSCVU,1127127066000
P53FMMHZ,HTJ8FA0QD,1395157150000
Q0J4,CBSKQZXK,461627634000
9GRK5,UJC,811763000000
Z6SN46MMX,Q3HKB,899512684000
ZO8OP,PMZ1GCPACI,198772254000
P9C2,R,310747657000
RKX8ZE,UW2MOMJWB,851765351000
7NFJS9,JZ9YBWU,533757937000
YPNNST,1E04X,554555542000
XSPGDE4,ABNF,798564893000
N44,ZMPX,112932695000
BCR,W,939423112000
9E,FSBI6NU5BG,595322072000
SW3,CXE,921660374000
5KZ,DRPHL7,1485717935000
438,KLEKCH8EH,1868681057000
