name_user,reason_ban,time_ban
CNN,K,1133708068000
S1IHSJYS6,KC9DHV4ZB,1724053082000
BKIAHA9,HU,243027388000
QW5H8RX6,E16Q9MD0L,1622148297000
7O,YWHB7EBBW,160261868000
7RPVZ,3T,967852568000
V0PDFQGQA,H3JM7783,1495980474000
4U,LKVHF,436112436000
SIOWO,IT86,743050709000
Q7B0WC5,DV4MEKFVC,1516380624000
F3ISM,QYL3GCQQ,1186913863000
0RW,R2,1597319321000
KK7,E2YUF1G2D4,464946081000
1VN595SU7,K8KFO2G4,424852814000
ONWLK,B5998,1339931292000
H4WTZY,QDMS4,534932594000
U43NJ,ZZH64A,1196823924000
C2VUN38,K4,1861559677000
4YN,BEQ0WA8GJF,1603333161000
G3XG,Q6RYHW6N59,198250384000
ZJ51,UVLNYIDB,1892768848000
S6G709,PBDKUFF8J,1473525522000
S8KBBAF1FM,5,182610154000
2QFL6LPH,HR2P,1751358463000
M2P5D,BJ4U6,1002056498000
F,O8T,546335736000
GF5,NXWC4ZTJJ,1245371124000
5QVV7VGM,79,1701125819000
ILKJMDV,TNFV4VUH,1418507598000
DNQA8,1WMBJLGZ0V,956587981000
KB19LJ,90I,804548005000
IXQ6YB9IB8,T,1509082802000
