name_user,reason_ban,time_ban
5HKS,B2V9P3,1461821774000
E,Y,1262634011000
XR,HYT,1759701959000
RQB,HVR,1582811622000
R7OT,Y,317747749000
WBR,HYGV839G2,1857540815000
5I7V1,JTH662H,1028468053000
MVLGKR,JQJGT3AAV,735864810000
U6E,UC37IMBVQ2,1089855752000
FTCB,JIFBOP6T,483636697000
780,QQ2,1439863900000
H47,N,394492513000
8EDD,97H4ABPV1N,1458428945000
B4EICHP0,NQTXGP,1410590648000
KQV2NMZ,57MIM8K0W,1280113301000
5O0OQP6H3X,8EOFMYZ6U5,1071585282000
NIXTYM,ZR6K47L2JT,729501321000
Y2H5AQ0,MZIR,212914377000
CQP,E,685193897000
SC92E3JOO,IMV0T55Y,1599240845000
0VSJY,6Y6P28W4K,523352359000
TV,7,634139685000
KAMKQQ0,9,151930887000
G6ZEYU2X,HYMDDPUTS,1679533745000
8L,J,856239993000
8,HQU2DVUN1A,1603310161000
SIL4V6H,3UK0,1885372367000
M,MUE7GW5Z,205266325000
RDVT4D5,SS,1812264809000
B7W,9UO8RYC,1171150946000
ZZ,NT,872538823000
NXPUF,ATQCXM,857860518000
PK,GX9UXT,98776431000
I94N69,NL45AU1Y7,559403556000
SM1A2,8UV,358811641000
674W,0AJ8A,1594495037000
QG,T3YI31,1574344817000
BD3OEX84O,5HV7,476187904000
T,I37217IMN,1397796864000
V8Y3,9,1448990828000
G744BFSC9,0KL229GQ8A,1090222249000
SDSG408HV,CWR8TTM2GW,1845768746000
E,WYRV,58350696000
1W8FRGN,J1B1G2,858333085000
7LS6,5K4,901421204000
DXWI,V5,839525184000
0QE,F6GLFBTHA,502001075000
A8343O5HGR,FJG,1150903129000
HLKE3,NHF371,242707216000
YE6,YL,1249855647000
XGBBM1T3D,A,1744705369000
3BK,ESAG,1224055510000
DS,W07QSH,1366486691000
VHUVUW,5C,1215429000
0I5EW,5JWW,1085413490000
1IS,32G3,143703863000
TXGGZ8P25,5KMYAQ,607547912000
J,RFKU5,288635751000
9R64,1O2QAQR372,1490256177000
L7D7OTM3,ETIQQ9,1435760347000
GA1WBISMJ,WD8ZROTX,675358027000
QB,HJEH,1030323011000
1YL8,7GZSS,980080882000
8A43WLU5,I9E8IX,30111359000
B,TN7K9IA,325458487000
FHY2HK4I1G,9ZQHB2HI,1846582051000
W6JX8T2DPX,6D8WGBEMT0,1785223059000
BLMTYRK7,G368CXC,928731936000
3FKL9NOR63,GXTV5,1776788370000
FDRF3JI,UFA7KR,1223517403000
7T1258OLW3,G0CJT9PA,1694730685000
B6QLYUZNY,WBK5,225511408000
YZ1E,R,649888572000
S2KQ,KRPBOZ1,306611303000
6NA3PJ5,G90,1651806346000
LXQ55G35Z,L3PB,709010489000
FF8KL7,P1DQV8B,1000146765000
H8RW,IZ3G1,656491415000
1DPT,XXG6,1395235045000
YMIJSQR,PR8SWB,1605168265000
N,F0DD2TM86,994892685000
O9T,PRI,1260208589000
6WNDL,7F3R9U6DAJ,410083950000
1,R7RJXWE,1727259764000
R214F5A,VODW,658701189000
JPON,7JJYL,818494566000
CNA,RP3,607244759000
EI173,NHJ6,723817421000
I2COB2,SN4HC7A3PF,1387519327000
LOLTP1HM,28UTSOW,1283667574000
X6P1,4LV,161965102000
C,OLNOJ,840127893000
Q,5RZV,1081338163000
6VS,GBVT,1760892969000
U80I1O5W3,25,1659239655000
A61EESGPD9,ROTCB,1734137349000
CSL,81149JDS15,229023368000
X4N33M,992,923275630000
LJAC2I,69HULQVRTP,163899520000
C,IIK,982283064000
SY,1WZO4VOAH8,982775769000
1PR,ZP,152564707000
V6SG4,7K6K,793597662000
U7B,CBVZL,829430482000
O,X802BQN,218084971000
5ERM4LK4,J108692F2,370226137000
BWTJ,2AMLSOTK,1661281957000
0,2DSM49NT5,222038718000
3WU7,44B39WMZ,1219592136000
D,Q,121519697000
D2PGZBI,PU2GM4AVZ,712951458000
PP,M00,19053260000
47YLD7P,Q47N,421056864000
O4CLNRO8,3VYPT8,983002186000
8463T,XP31K,128475997000
IOHOWAECZ,JCB6,646138140000
OWA21U,X9WVW,61813365000
4DCTQPU0,H5,1380369754000
61,2BMB,946945267000
4,VMCD21Z6Q,1111713760000
JHW,BPIS8N,261176370000
V0DELKE,5R90F2NQS,561123941000
5KH2JKE,0HSOH5PCP,1188597326000
V,CXV,117348447000
WIV8JSNCR6,VBYQ8O,1721339208000
JNWOWVL8,3RL3US9H,39754286000
NJTLN,XW18,1742055781000
HQ,2I,66965650000
85XML,1H,1669499841000
95ZA,AJO1B0KX,1195108005000
M2CNUGJ,3Q,890576090000
B,SFKW,1376306005000
XH735U,2W5NA4ZLAE,972509685000
X,FTLNH,865378273000
C,1KLHZAI8R,482445760000
EHV3S,VOV01B3YJ,825287582000
D,B,1092332558000
D7955VIKI,XR16,420092888000
333E1B,T1,1480286688000
415RT,LZ20JLRW,197199897000
9F4L,KYAUAJH,1197769370000
ZNAK,UZM89LZVW,1601150142000
XEFCA4KK,YV,1793907028000
8HZ39,M,385175865000
6K,4OTJD,724978470000
Y3YCU6F,52VF,102297217000
OMA8O8,MGHAP2,970474523000
37JFH3MA,3S25I5L52,1432199434000
OXLC8OY,AJX1U,1532245070000
6KODXF,FIS,1443190469000
9FTP6,5PZLFJ,1648274351000
QLW,S0THKP4MB,737622421000
4FMFWO3HHE,BJQNZJR,1833036727000
MFZAR5QT79,M2GL,615191252000
4KZVC9,PC9J3GZXOG,531714789000
A0086BZ,L9Y,1158240280000
2QX1E8QRP,0X7VAM,226047056000
SUBM8EDAL,EA,1023267071000
6FB,UFV,1344459898000
M55,RY2,778199209000
V,GE,714876965000
ZMKEQD3CC9,N,614218488000
N8H,EI,1602182037000
BJV,67A,996647063000
DLNINAL,7,189837420000
XQK,AJVZFHU1,67017081000
K42E3X2X,3,1869893366000
6QGEEW35S,LGJBM2R,74393064000
80S1,0NU1R,1856069218000
F8,IVAZKFLR,32973573000
KA8N5,IZ,266788340000
S1N7,R,205213072000
FXCDYLE3WE,Q5MWUKT6Y,1643166691000
9J,DIFAUAG,921027782000
NHVSC8,Y9OWE75V1O,243727018000
B0YMB7H18A,3P0XJ,519039456000
7IA7,873L1B0,572162129000
WSN9QE,EQUYK9,103079626000
PXM82OFXJ,Q30T,1827441636000
DNZR,34LM3M8NC,725951681000
G2Z,9NQ,80392854000
KW18,74DBQJ,179362685000
YU827,P2Z4AO0,1770358501000
6PTK2R,W13KDP,1057364807000
W8IZOXH,10BX,1555753898000
SSPDQ4A,SD65XA2N1,353078547000
SG8E,9RWN51J3S,1265387061000
K2CF,TYILQ8B,523509594000
E13DU,S03IQ4RC3,1095422977000
EI7GZ4NHJP,B,1208095899000
1M2EZ0YX5,V,1333868394000
ED,2,133069693000
VXCF,E,1720907989000
83O54YN5,2H9XWI874,1602075118000
0C254ZIH,EFE6GRHQ,1320500900000
JS1,85R2ZHNV,13507944000
ZKT3,S0,1665367026000
60FHL,OJKR7STHE,1427845980000
XZI,KS8WQU,145316753000
VZSQ8RC52,CZIT,515054466000
F,118UBO3QTQ,193164798000
SUSK57WQ,GBL,892642456000
K93VQJ,KEP,953510747000
X1X65MOZV,WGIZA2X,638574092000
V1VDXP,VN386M6,1739840435000
ZPNULP0JC1,W1,1826316061000
26UDT7NAWA,I,668352430000
2E2VE,MPISQRZJZ2,79795515000
PRRDMY02I,21,966486092000
DM2PTBOHB,013,1587381310000
N0MSI99ZCQ,64PNBR,179144443000
EM9QPDKQ,F,1431481203000
WGHH1G1,23UX67QHC2,1116680151000
IA7O,N,1323881158000
V,PJYW1W,978576373000
VE7D,ZQ1IV97,1580571418000
VMF,40D,1155787156000
8NQH,8UJ98M,1370649694000
Q79NOL8,INIU0MS6LX,1066405281000
W7TKJ95,NL,1075839940000
O388SD,5DKA,1770530153000
IHJM,XCRMX,159994670000
053QNS,I,1125422263000
AH1T6C,RU9,783653439000
E6U3F34,YMW041,889141989000
X1E47D,5KGIX,580759168000
F84,EI2,348424237000
D6POYGJ9M,CO,476117835000
T1,3BS,1287322759000
